% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=581557, Wed Jan 14 16:33:15 2026
1 12 -0.031788455262539254 -0.007569839051310945 0.006906863735284329 0.03172250840165982 0.9519850637496194 0.9669060526166178 0.9799997519331777 0.9818413447683176 0.993111768591747 0.9959567326077304 0.9985033726539699 0.9995090502288518 1.0000905246170146 1.0018802176443415 1.0029587740717978 1.0033731135410535 1.0051449747262724 1.007531200622403 1.0115298904017056 1.0320560717881273 1.062911157414485
2 24 -0.05461107377946235 -0.007997269794139054 0.007786533310541886 0.05144453074371364 0.9519850637496194 0.9669060526166178 0.9799997519331777 0.9818413447683176 0.993111768591747 0.9959567326077304 0.9985033726539699 0.9995090502288518 1.0000905246170146 1.0018802176443415 1.0029587740717978 1.0033731135410535 1.0051449747262724 1.007531200622403 1.0115298904017056 1.0320560717881273 1.062911157414485
3 36 -0.07924763588034608 -0.013949518683042514 0.009652323265547975 0.06258906792588266 0.9519850637496194 0.9669060526166178 0.9799997519331777 0.9818413447683176 0.993111768591747 0.9959567326077304 0.9985033726539699 0.9995090502288518 1.0000905246170146 1.0018802176443415 1.0029587740717978 1.0033731135410535 1.0051449747262724 1.007531200622403 1.0115298904017056 1.0320560717881273 1.062911157414485
4 48 -0.09608008673744817 -0.01663164599063182 0.018514340974372774 0.06529242122218448 0.9519850637496194 0.9669060526166178 0.9799997519331777 0.9818413447683176 0.993111768591747 0.9959567326077304 0.9985033726539699 0.9995090502288518 1.0000905246170146 1.0018802176443415 1.0029587740717978 1.0033731135410535 1.0051449747262724 1.007531200622403 1.0115298904017056 1.0320560717881273 1.062911157414485
5 60 -0.10957216596763222 -0.020602252428985404 0.022245455396086362 0.08437028249278483 0.9519850637496194 0.9669060526166178 0.9799997519331777 0.9818413447683176 0.993111768591747 0.9959567326077304 0.9985033726539699 0.9995090502288518 1.0000905246170146 1.0018802176443415 1.0029587740717978 1.0033731135410535 1.0051449747262724 1.007531200622403 1.0115298904017056 1.0320560717881273 1.062911157414485
6 72 -0.1324662761159398 -0.026969867606848837 0.028660686484481925 0.09757643381427764 0.9519850637496194 0.9669060526166178 0.9799997519331777 0.9818413447683176 0.993111768591747 0.9959567326077304 0.9985033726539699 0.9995090502288518 1.0000905246170146 1.0018802176443415 1.0029587740717978 1.0033731135410535 1.0051449747262724 1.007531200622403 1.0115298904017056 1.0320560717881273 1.062911157414485
7 84 -0.14796360079370074 -0.025309756712008677 0.031643602753843855 0.10184048702345569 0.9519850637496194 0.9669060526166178 0.9799997519331777 0.9818413447683176 0.993111768591747 0.9959567326077304 0.9985033726539699 0.9995090502288518 1.0000905246170146 1.0018802176443415 1.0029587740717978 1.0033731135410535 1.0051449747262724 1.007531200622403 1.0115298904017056 1.0320560717881273 1.062911157414485
8 96 -0.16711079590833514 -0.032067115403101934 0.03470346121569184 0.1412567180846294 0.9519850637496194 0.9669060526166178 0.9799997519331777 0.9818413447683176 0.993111768591747 0.9959567326077304 0.9985033726539699 0.9995090502288518 1.0000905246170146 1.0018802176443415 1.0029587740717978 1.0033731135410535 1.0051449747262724 1.007531200622403 1.0115298904017056 1.0320560717881273 1.062911157414485
9 108 -0.1824217094213653 -0.02922106304811336 0.04078556560423405 0.15288984452935214 0.9519850637496194 0.9669060526166178 0.9799997519331777 0.9818413447683176 0.993111768591747 0.9959567326077304 0.9985033726539699 0.9995090502288518 1.0000905246170146 1.0018802176443415 1.0029587740717978 1.0033731135410535 1.0051449747262724 1.007531200622403 1.0115298904017056 1.0320560717881273 1.062911157414485
10 120 -0.20671171261376595 -0.043408140300498756 0.03719016303887584 0.17694861811528212 0.9519850637496194 0.9669060526166178 0.9799997519331777 0.9818413447683176 0.993111768591747 0.9959567326077304 0.9985033726539699 0.9995090502288518 1.0000905246170146 1.0018802176443415 1.0029587740717978 1.0033731135410535 1.0051449747262724 1.007531200622403 1.0115298904017056 1.0320560717881273 1.062911157414485
